header,subHeader,content
JobHopin,1,"['còn', 'trẻ', 'chúng_ta', 'khởi_nghiệp', 'hay', 'làm_thuê', 'tại_sao', 'giới', 'trẻ', 'khởi_nghiệp', 'giới', 'trẻ', 'khởi_nghiệp', 'thời_gian', 'nào', 'ắt_hẳn', 'câu', 'hỏi', 'luôn', 'khiến', 'bạn', 'trẻ', 'đau_đầu', 'tuy_nhiên', 'đừng', 'quá', 'lo_lắng', 'đến', 'webinar', 'người', 'trẻ', 'nào', 'startup', 'choosing', 'right', 'moment', 'young', 'adults', 'entrepreneurship', 'bạn', 'trẻ', 'cơ_hội', 'chuyên_gia', 'gỡ_rối', 'đưa', 'lời', 'khuyên', 'hữu_ích', 'bạn', 'lựa_chọn', 'quyết_định', 'khởi_nghiệp', 'mình', 'thông_tin', 'chi_tiết', 'workshop', 'thời_gian', '28092023', '800pm', 'địa_điểm', 'online', 'zoom', 'diễn', 'giả', 'jake', 'vũ', 'founder', 'vucar', 'host', 'thanh', 'hoàng', 'president', 'upyouth', 'kevin', 'ceofounder', 'jobhopin', 'còn', 'chần_chờ', 'chi', 'gọi', 'chiến_hữu', 'tham_gia', 'thôi', 'nào', 'bạn', 'ơi', 'chi_tiết', 'đăng_ký', 'tham_gia', 'bạn', 'ước_mơ', 'khởi_nghiệp', 'hãy', 'đến', 'skola', 'talents', 'camp', 'nạp', 'mình', 'hành_trang', 'bổ_ích', 'tư_duy', 'khởi_nghiệp', 'sales', 'marketing', 'product', 'ops', 'finance', 'hr', 'cách', 'áp_dụng', 'xu_hướng', 'công_cụ', 'hiện_đại', 'trong', 'công_việc', 'web3', 'finnovate', 'blockchain', 'aiml', 'gaming', 'đến', 'skola', 'talents', 'camp', 'thôi', 'upyouth', 'jobhopin', 'skolaacademy', 'startup']"
IELTS Fighter - Chiến binh IELTS,1,"['mất_gốc', 'đến', 'đạt', '65', 'ielts', '1', 'lộ_trình', 'học', 'ielts', 'fighter', 'chinh_phục', 'ielts', '65', 'hề', 'khó', 'ielts', 'fighter', 'lo', 'đạt', 'lộ_trình', 'đặt', 'ielts', 'fighter', 'cung_cấp', 'bạn', 'kiến_thức', 'lẫn', 'bí', 'kíp', 'cực', 'chất', 'vô_cùng', 'hữu_ích', 'kì', 'thi', 'ielts', 'dạng', 'câu', 'hỏi', 'dạng', 'đề', 'bạn', 'gặp', 'trong', 'kỳ', 'thi', 'bí', 'kíp', 'bạn', 'phát_triển', 'từ_vựng', 'ngữ_pháp', 'phát_âm', 'bạn', 'ôn_tập', 'nhà', 'kỹ_năng', 'làm_chủ', 'kỹ_năng', 'định_hướng', 'đạt', 'điểm_cao', 'trong', 'kỳ', 'thi', 'kiến_thức', 'kinh_nghiệm', 'tự', 'ôn_tập', 'ielts', 'kèm', 'bài_tập', 'thực_hành', '4', 'kỹ_năng', 'ielts', 'nghe', 'nói', 'đọc', 'viết', 'bài', 'giảng', 'chia', 'kỹ_năng', 'ielts', 'writing', 'task', '1', 'task', '2', 'speaking', 'part', '1', 'part', '2', 'part', '3', 'reading', 'listening', 'kỹ_năng', 'ngoại_ngữ', 'từ_vựng', 'ngữ_pháp', 'phát_âm', 'ưu_đãi', 'đến', '5000000', 'vnd', 'học_viên', 'đăng_ký', 'tháng', 'đăng_ký', 'chinh_phục', 'cột', 'mốc', '65', 'ielts', 'ielts', 'fighter', 'bạn', 'nhé', 'ielts', 'fighter', '1', 'triệu', 'người', 'việt', 'đạt', '65', 'ielts', 'có_mặt', 'toàn_quốc', 'hơn', '55', 'cơ_sở']"
The IELTS Workshop TP.HCM,1,"['làm', 'bài', 'test', 'ielts', 'nhận', 'lộ_trình', 'học', 'miễn_phí']"
MindX Technology School ,1,"['tự', 'học', 'lập_trình', 'vô_cùng', 'khó_khăn', 'lộ_trình', 'học_tập', 'cụ_thể', 'kiến_thức', 'trong', 'ngành', 'rộng', 'bạn', 'đi', 'lòng_vòng', 'tốn', 'thời_gian', 'người', 'đồng_hành', 'hướng_dẫn', 'tự', 'mày_mò', 'gặp', 'kiến_thức', 'khó', 'người', 'giúp_đỡ', 'bạn', 'nản', 'tới', 'đích', 'học', 'lý_thuyết', 'biết', 'áp_dụng', 'thực_hành', 'nhà', 'tuyển_dụng', 'ưu_tiên', 'tuyển', 'ứng_viên', 'sản_phẩm', 'cá_nhân', 'kinh_nghiệm', 'thực_tế', 'thay_vì', 'mất_công', 'tự', 'học', 'tốn', 'thời_gian', 'đem', 'hiệu_quả', 'bạn', 'có_thể', 'lựa_chọn', 'lộ_trình', 'học', 'lập_trình', 'mindx', 'giúp', 'hơn', '25000', 'học_viên', 'việc_làm', 'trong', 'ngành', '8', 'tháng', 'học', 'khóa', 'học', 'giúp', 'bạn', 'học', 'lộ_trình', 'bài_bản', 'chuyên_sâu', 'javascript', 'html', 'css', 'ứng_dụng', 'làm', 'fullstack', 'web', 'bao_gồm', 'frontend', 'backend', 'mobile', 'app', 'blockchain', 'học', 'thực', 'chiến', 'hơn', '50', 'thời_gian', 'học', 'thực_hành', 'làm', 'dự_án', 'thực_tế', 'đề_bài', 'doanh_nghiệp', 'kết_thúc', 'khoá', 'học', 'bỏ_túi', 'ít_nhất', '4', 'dự_án', 'cá_nhân', 'cv', 'xin', 'gây', 'ấn_tượng', 'nhà', 'tuyển_dụng', 'đào_tạo', 'tư_duy', 'lập_trình', 'kỹ_năng', 'giải_quyết', 'vấn_đề', 'biết', 'tối_ưu', 'code', 'clean', 'code', 'có_thể', 'apply', 'big', 'tech', 'hoặc', 'doanh_nghiệp', 'nước_ngoài', 'thông_qua', 'học', 'kiến_thức', 'nền_tảng', 'về', 'khoa_học', 'máy_tính', 'c', 'sql', 'cấu_trúc', 'dữ_liệu', 'giải_thuật', 'mở_rộng', 'networking', 'trong', 'ngành', 'cơ_hội', 'kết_nối', 'senior', 'developer', 'làm_việc', 'trong', 'ngoài', 'nước', 'cộng_đồng_học', 'lập_trình', 'chất_lượng', 'nhất', 'hiện_nay', 'hỗ_trợ', 'support', 'tận_tình', 'trong', 'giờ', 'học', 'bởi', 'đội_ngũ', 'giảng_viên', 'mentor', 'giàu', 'kinh_nghiệm', 'mindx', 'đặc_biệt', 'học_viên', 'cam_kết', 'giới_thiệu', 'làm', 'việcthực', 'tập', 'hơn', '200', 'doanh_nghiệp', 'đối_tác', 'mindx', 'giúp', 'giảm', 'áp_lực', 'tìm', 'fresher', 'ngoài_ra', 'học_viên', 'học', 'mindx', 'cơ_hội', 'nhận', 'học_bổng', 'global', 'developer', 'trị_giá', '50', 'triệu', 'đồng', 'giúp', 'chinh_phục', 'công_ty', 'công_nghệ', 'toàn_cầu', 'đăng_ký', 'nhận', 'ưu_đãi', 'học_phí', 'thông_tin', 'lớp_học', 'sắp', 'khai_giảng', 'bạn', 'nhé', 'trong', '8', 'năm', 'đồng_hành', 'mindx', 'đào_tạo', 'hơn', '35000', 'học_viên', 'mức', 'lương', 'trung_bình', '1650', 'trong', '165', 'học_viên', 'làm_việc', '12', 'quốc_gia', 'thế_giới', 'mức', 'lương', 'tới', '7000tháng']"
MindX Technology School - For Adults,1,"['tài_liệu', 'ngành', 'business', 'analysis', 'người', 'mới', 'bắt_đầu', 'giải_mã', 'sức', 'hút', 'vị_trí', 'business', 'analyst', 'chân_dung', 'ứng_viên', 'tiềm_năng', 'business', 'analyst', 'lộ_trình', 'học', 'ba', 'hiệu_quả', 'người', 'mới', 'bắt_đầu', 'câu', 'hỏi', 'thường', 'gặp', 'nhận', 'bộ', 'tài_liệu', 'tổng_quan', 'business', 'analyst', 'mindx', 'miễn_phí', 'hiểu', 'rõ', 'hơn', 'về', 'cơ_hội', 'phát_triển', 'kỹ_năng', 'người', 'mới', 'gia_nhập', 'ngành', 'trong', 'thời_đại_số']"
Linh Thai / Thái Vân Linh với The Coach - Học là giao tiếp tốt.,1,"['nhắc', 'đến', 'công_thức', 'giao_tiếp', 'tiếng', 'anh', 'hiệu_quả', 'phần_lớn', 'chúng_ta', 'dạy', 'giao_tiếp', 'tốt', 'từ_vựng', 'ngữ_pháp', 'phát_âm', 'linh', 'công_thức', 'sửa', 'giao_tiếp', 'tốt', 'phản_ứng', 'nhanh', 'cụm', 'phát_âm', 'bởi_vì', 'quan_trọng', 'trong', 'giao_tiếp', 'bên', 'tham_gia', 'khả_năng', 'phản_hồi', 'lập_tức', 'người', 'đối_diện', 'tiếp_tục', 'câu_chuyện', 'gần', 'trò_chuyện', 'bạn', 'hiệp', 'nhà', 'sáng_lập', 'giám_đốc', 'ứng_dụng', 'học', 'giao_tiếp', 'tiếng', 'anh', 'coach', 'học', 'giao_tiếp', 'tốt', 'linh', 'thấy', 'hứng_thú', 'người', 'chia_sẻ', 'quan_điểm', 'đặc_biệt', 'hiệp', 'đội_ngũ', 'mình', 'áp_dụng', 'chatgpt', 'nhận_diện', 'giọng', 'nói', 'ai', 'xử_lý', 'ngôn_ngữ', 'tự_nhiên', 'khả_năng', 'hiểu', 'phản_hồi', 'nhanh_chóng', 'người', 'học', 'hiện_thực', 'hoá', 'công_thức', 'giúp', 'bạn', 'giải_quyết', 'rào_cản', 'nỗi', 'sợ', 'lớn', 'giao_tiếp', 'tiếng', 'anh', 'phản_xạ', 'chậm', 'sợ', 'nói', 'sai', 'biết', 'nói', 'biết', 'bắt_đầu_từ', 'đâu', 'coach', 'cam_kết', 'hoàn', 'tiền', '100', 'học', 'hiệu_quả', 'bạn', 'tìm_hiểu', 'thêm', 'về', 'tính_năng', 'ứng_dụng', 'coach', 'đăng_ký', 'giảm', '57', 'giá', 'app', 'nhé', 'linhthaioffical', 'thecoach']"
Săn Deal Giảm Giá Coolmate,1,"['mặc', 'daily', 'pants', 'thoải_mái', 'siêu', 'nhẹ', 'mặc', 'mê', 'quần', 'dài', 'cực_kì', 'mát_mẻ', 'co_giãn', 'tốt', 'phù_hợp', 'hoạt_động', 'ngoài_trời', 'trải', 'nghiệm', 'thích', 'lần', 'đầu_tiên', 'mặc', 'daily', 'pants', 'giảm', '10', 'còn', '269k', 'tặng', 'kèm', 'quà', 'giá', 'gốc', '299k', 'tặng', 'kèm', 'quần_lót', 'trunk', 'cotton', 'compact', 'bề_mặt', 'vải', 'sợi', 'sorona', 'mềm_mại', 'mịn_màng', 'mặc', 'thích', 'bảo_vệ', 'cơ_thể', 'khỏi', 'tác_động', 'ánh_sáng', 'mặt_trời', 'nhờ', 'tính', 'nắng', 'chống', 'tia', 'uv', 'độ', 'co_giãn', 'đàn_hồi', 'đem', 'linh_hoạt', 'thoải_mái', 'vận_động', 'mua', 'chung', 'giá', 'hời', 'chốt', 'đơn', 'chàng', 'nhé', '_______', 'coolmate', 'mua_sắm', 'đáng', 'tin_cậy', 'dành', 'nam_giới', 'tự_hào', 'sản_xuất', 'việt', 'nam', 'saving_money', 'saving_time', 'faster_but_safer', 'coolmate', 'dailypants1107_luan']"
Codecademy,1,"['flex', 'student', 'discount', 'save', 'extra', 'pro', 'subscription', 'including', 'access', 'course', 'content', 'premium', 'features']"
TOÁN VÀ LẬP TRÌNH,1,"['học', 'toán', 'lập_trình', 'data', 'science', 'ai', 'warm', 'khoa_học', 'dữ_liệu', 'trí_tuệ', 'nhân_tạo']"
VnExpress.net ,1,"['biết', 'lựa_chọn', 'hữu', 'bạn_bè', 'thầy', 'cô', 'người', 'quen', 'thắc_mắc', 'tại_sao', 'thi', 'ngành', 'học', 'triết', 'trường', 'làm', 'cmt', 'vnexpress']"
FXCE Vietnam,1,"['bộ', 'ebook', 'trading', 'người', 'mới', 'kèm', 'video', 'hướng_dẫn', 'biên_soạn', 'bởi', 'đội_ngũ', 'fxce', 'tập_trung', 'khai_thác', 'kiến_thức', 'về', 'thị_trường', 'đăng_ký', 'nhận']"
SQC Academy đang cảm thấy đang yêu.,1,"['khám_phá', 'hành_trình', 'lập_trình', 'khóa', 'học', 'java', 'online', 'đối_với', 'bạn', 'sinh_viên', 'năm', '1', '2', '3', 'nắm', 'vững', 'lập_trình', 'có_thể', 'đôi_khi', 'một', 'thách_thức', 'đầy', 'khó_khăn', 'chúng_tôi', 'hiểu', 'tạo', 'một', 'khóa', 'học', 'online', 'đặc_biệt', 'dành', 'riêng', 'bạn', 'khóa', 'học', 'chúng_tôi', 'hướng_dẫn', 'bạn', 'kiến_thức', 'cơ_bản', 'đến', 'khía_cạnh', 'nâng', 'cao', 'lập_trình', 'giúp', 'bạn', 'củng_cố', 'nền_tảng', 'còn', 'giúp', 'bạn', 'xây_dựng', 'một', 'bước', 'đệm', 'mạnh_mẽ', 'tiếp_tục', 'tự', 'học', 'phát_triển', 'trong', 'lĩnh_vực', 'lập_trình', 'java', 'web', 'ứng_dụng', 'đến', 'di_động', 'chúng_tôi', 'cam_kết', 'mang', 'bạn', 'nâng', 'cao', 'tư_duy', 'lập_trình', 'khả_năng', 'giải_quyết', 'bài_toán', 'phức_tạp', 'học', 'hỗ_trợ', 'tận_tâm', 'giảng_viên', 'đảm_bảo', 'bạn', 'hiểu', 'sâu', 'rõ_ràng', 'khóa', 'học', 'bao_gồm', 'chủ_đề', 'chất_lượng', 'cài_đặt', 'môi_trường', 'chương_trình', 'đầu_tiên', 'tổng_quan', 'về', 'java', 'cấu_trúc', 'điều_kiện', 'cấu_trúc', 'lặp', 'phương_thức', 'debug', 'string', 'stringbuilder', 'date', 'mảng', 'một', 'chiều', 'mảng', 'hai', 'chiều', 'arraylist', 'đặc_biệt', 'bạn', 'cơ_hội', 'trải', 'nghiệm', '4', 'bài_học', 'đầu_tiên', 'miễn_phí', 'đừng', 'bỏ', 'lỡ', 'cơ_hội', 'hãy', 'nhắn_tin', 'đăng_ký', 'khóa', 'học', 'nhận', 'thông_tin', 'chi_tiết', 'số_lượng', 'chỗ', 'học', 'có_hạn', 'hãy', 'nhanh', 'tay', 'đăng_ký', 'bằng', 'cách', 'liên_hệ', 'chúng_tôi', 'tin', 'nhắn', 'bắt_đầu', 'hành_trình', 'lập_trình', 'thành_công', 'bạn', 'bạn', 'sẵn_sàng', 'trở_thành', 'một', 'lập_trình_viên', 'tài_năng', 'đạt', 'mục_tiêu', 'mình']"
ASUS ,1,"['cưa', 'hang', 'education', 'chương', 'trinh', 'ưu', 'đai', 'đặc_biệt', 'asus', 'asus', 'vietnam']"
The IELTS Workshop ,1,"['thần_tốc', 'đạt', 'band', 'ielts', 'mục_tiêu', '10', 'tuần', 'tìm_hiểu_thêm', 'lớp_học', 'khai_giảng', 'nhu_cầu', 'học', '11', 'hoặc', 'nhóm', 'nhỏ', '2', '5', 'người', 'sắp_xếp', 'thời_gian', 'học', 'lịch', 'cá_nhân', 'online', 'hoặc', 'offline', 'ôn_luyện', 'cường_độ', 'cao', 'giáo_viên', 'kèm', 'riêng', 'tới', 'thi', 'khóa', 'ielts', 'intensive', 'thiết_kế', 'riêng', 'mục_tiêu', 'học_viên', 'dù', 'bạn', 'học_sinh', 'sinh_viên', 'ielts', 'gấp', 'hoàn_thành', 'hồ_sơ', 'xét', 'tuyển', 'du_học', 'người', 'đi', 'làm', 'bận_rộn', 'muốn', 'tiết_kiệm', 'thời_gian', 'học', 'ielts', 'người', 'đăng_ký', 'thi', 'ielts', 'tự_tin', 'khả_năng', 'mình', 'lớp_học', 'chắc_chắn', 'hỗ_trợ', 'bạn', 'học_phí', 'chia_nhỏ', 'thành', 'đợt', 'nhận', 'chiết_khấu', 'nhóm', 'học', '2', 'người', 'trở', 'cam_kết', 'lhọc_lại_miễn_phí', 'đăng_ký', 'thi', 'trung_tâm', 'nhận', 'lịch', 'học', 'lộ_trình', '𝐓𝐇𝐄', '𝐈𝐄𝐋𝐓𝐒', '𝐖𝐎𝐑𝐊𝐒𝐇𝐎𝐏', '𝐆𝐨𝐥𝐝𝐞𝐧', '𝐬𝐭𝐚𝐧𝐝𝐚𝐫𝐝', '𝐟𝐨𝐫', '𝐈𝐄𝐋𝐓𝐒', '𝐩𝐫𝐞𝐩𝐚𝐫𝐚𝐭𝐢𝐨𝐧', 'hotline', 'tư_vấn', '1900', '0353', 'theieltsworkshop', 'onthiielts', 'luyenthiielts', 'lichkhaigiang', 'xebusielts', 'catchtiwifucan']"
Prep For IELTS ,1,"['đỉnh', 'chóp', 'tăng', '2', 'band', '3', 'bài', 'chấm', 'writing', '102', 'ở', 'bomso60vbw7', 'đăng_ký', 'học', 'khóa', 'ielts', 'writing', 'online', 'prep', 'mình', 'nghĩ', 'chắc', 'học', 'kiến_thức', 'tự', 'bơi', 'sự_thật', 'thầy', 'cô', 'ai', 'chấm', 'bài', 'siêu', 'chất_lượng', 'học', 'prep', 'mình', 'vừa', 'tích_luỹ', 'kiến_thức', 'thông_qua', 'video', 'bài', 'giảng', 'chắt_lọc', 'vừa', 'làm', 'bài_tập', 'thực_hành', 'vận_dụng', 'đặc_biệt', 'chấm', 'bài', 'writing', 'vô_cùng', 'tỉ_mỉ', 'bởi', 'thầy', 'cô', '80', 'ielts', 'năm', 'kinh_nghiệm', 'gửi', 'bài', 'viết', 'vừa', 'thầy', 'cô', 'nắm', 'mình', 'hiểu', 'kiến_thức', 'vừa', 'học', 'vừa', 'mình', 'tự', 'nhìn', 'lỗi', 'sai', 'còn', 'mắc', 'trong', 'cách', 'viết', 'cách', 'triển_khai', 'ý_tưởng', 'cải_thiện', 'một_cách', 'tốt', 'hơn', 'ở', 'bài', 'tiếp_theo', 'luyện', 'đề', 'trong', 'phòng', 'ảo', 'teacherbee', 'ai', 'prep', 'xây_dựng', 'riêng', 'ielts', 'writing', 'chấm', 'sửa', 'lỗi', 'siêu', 'nhanh', 'bởi', 'ai', 'học', 'hơn', '600000', 'nhận_xét', 'thầy', 'cô', 'ngoài', 'ra_công_nghệ', 'độc_quyền', 'prep', 'còn', 'gợi_ý', 'nâng_cấp', 'bài', 'mình', 'từ_vựng', 'collocations', 'band', 'cao', 'ăn', 'điểm', 'bài', 'chấm', 'đầu_tiên', 'đạt', '50', 'còn', 'mắc', 'lỗi', 'ngớ_ngẩn', 'mình', 'nâng', '70', 'ở', 'bài', 'số', '3', 'đạt', 'con_số', 'mình', 'luyện', 'viết', 'đến', 'nát', 'tay', 'chấm', 'chữa', 'đỏ', 'bài', 'ngủ', 'quên', 'chiến_thắng', 'mình', 'cày', 'tiếp', 'bạn', 'học', 'mình', 'nhé', 'đăng_ký', 'học', 'tặng', '60', 'ngày', 'luyện', 'phòng', 'writing', 'ảo', 'miễn_phí', 'nhaaa']"
Prep For TOEIC,1,"['tăng', 'độ', 'chính_xác', '10', 'lần', 'làm', 'toeic', 'reading', 'nhờ', '1', 'thay_đổi', 'nhỏ', 'cảm_tạ', 'trời_đất', '3', 'tháng', 'học_hành', 'chăm_chỉ', 'cuối_cùng', 'mình', 'đạt', '620', 'toeic', 'nhờ', 'làm', 'đúng', 'câu', 'hỏi', 'từ_loại', 'trong', 'part', '5', 'part', '6', 'tất_cả', 'mình', 'học', 'phương_pháp', 'word', 'family', 'phương_pháp', 'thầy', 'cô', 'prep', 'sử_dụng', 'trong', 'bài', 'giảng', 'từ_vựng', 'bằng', 'cách', 'thời_gian', 'học', 'làm', 'bài', 'mình', 'giảm', 'xuống', 'một', 'nửa', 'hiệu_quả', 'gấp', 'đôi', 'rút', 'ngắn', 'thời_gian', 'học', 'thay_vì', 'hàng', 'tiếng', 'đồng_hồ', 'ngồi', 'takenote', 'tìm', 'nghĩa', 'chữ', 'thầy', 'cô', 'giải_thích', 'nghĩa', 'gốc', 'tiền_tố', 'hậu_tố', 'vì_vậy', 'bạn', 'có_thể', 'tự', 'suy', 'nghĩa', 'hoặc', 'sắc_thái', 'nghĩa', 'tiết_kiệm', 'thời_gian', 'làm', 'bài', 'câu', 'hỏi', 'về', 'từ_loại', 'trong', 'reading', 'part', '5', '6', 'học', 'phương_pháp', 'word', 'family', 'bạn', 'xác_định', 'từ_loại', 'điền', 'chọn', 'đáp_án', 'đúng', 'dễ_dàng', 'mở_rộng', 'vốn', 'từ_học', 'hiểu', 'tiền_tố', 'hậu_tố', 'giúp', 'bạn', 'có_thể', 'tạo', 'thêm', 'từ_vựng', 'hơn', 'sẵn', 'học', 'phương_pháp', 'xịn', 'còn', 'ứng_dụng', 'luyện', 'đề', 'phòng', 'luyện', 'đề', 'ảo', 'đi', 'thi', 'mình', 'vài', 'giây', 'làm', 'xong', 'còn', 'thừa', 'thời_gian', 'xem_lại', 'câu', 'phân_vân', 'nói_chung', 'lần', 'học', 'mình', 'ở', 'prep', 'thành_công', 'mỹ_mãn', 'bạn', 'nào', 'bằng', 'toeic', 'gấp', 'nhắn', 'prep', 'nha', 'giảm_giá', 'tới', '1000k', 'tặng', '45', 'ngày', 'luyện', 'đề', 'miễn_phí', 'hết', 'slot', 'chịu', 'nha']"
Lazada Việt Nam Affiliate - Tiếp Thị Liên Kết,1,"['ngày', 'làm', 'lazada', 'affiliates', 'mình', 'còn', 'tiêu_cực', 'mình', 'tiêu', 'tiền', 'công_cuộc', 'chia_sẻ', 'link', 'sản_phẩm', 'lazada', 'nhận', 'hoa_hồng', 'bắt_đầu', 'vài', 'tháng', 'mình', 'cảm_thấy', 'tiếc', 'mình', 'biết', 'đến', 'lazaffiliates', 'sớm', 'hơn', 'mình', 'nhận', 'thêm', 'một', 'nguồn', 'thu', 'nhỏ', 'voucher', 'mua', 'hàng', 'thả', 'ga', 'dạo', 'toàn', 'mua', 'hàng', 'mỹ_phẩm', 'áo_quần', 'nhìn', 'giá', 'luôn', 'mỳ', 'tôm', 'sữa', 'bánh_trái', 'gọi', 'vô_tư', 'mua', 'giá', '0đ', 'thôi', 'hết', 'thỉnh_thoảng', 'mình', 'nhận', 'sản_phẩm', 'tài_trợ', 'nè', 'bánh', 'trung_thu', 'sữa', 'tắm', 'mỹ_phẩm', 'gấu', 'lazzie', 'xinh', 'xỉu', 'mãi', 'iu', 'lazada', 'affiliates', 'mẹ', 'bỉm', 'bạn', 'sanh', 'diên', 'ơiiii', 'rảnh_rỗi', 'hãy', 'nhau', 'học', 'làm', 'lazada', 'affiliates', 'kiếm', 'thêm', 'thu_nhập', 'trang_trải', 'cuộc_sống', 'nè', 'dù', 'ban_đầu', 'đơn', 'đừng', 'nản', 'nha', 'chăm', 'chơi', 'minigame', 'lấy', 'voucher', '100k', '200k', 'siêu', 'dễ', 'luôn', 'mua', 'đồ', 'nhà', 'nè', 'đăng_ký', 'dễ_dàng', 'bằng', 'cách', 'thông_tin', 'bên', 'hoàn_toàn', 'ko', 'cọc', 'ko', 'vốn', 'nha', 'ai', 'kiu', 'trả', 'tiền', 'lừa_đảo']"
Cửu Âm Chân Kinh ,1,"['cửu', 'âm', 'chân', 'kinh', 'pc', 'kiệt_tác', 'dành', 'game', 'thủ', 'đam_mê', 'kiếm_hiệp', 'đích_thực', 'đồ_họa', 'chân_thực', 'toàn_bộ', 'cảnh_sắc', 'cửu', 'âm', 'xây_dựng', 'dựa', 'kiến_trúc', 'thật', 'cấp_độ', 'tự_do', 'hành', 'hiệp', 'muốn', 'mạnh', 'luyện', 'công', 'phim', 'chưởng', 'kho_tàng', 'võ', 'học', 'đồ_sộ', 'chiêu_thức', 'đa_dạng', 'đặc_biệt', 'vừa', 'khinh', 'công', 'vừa', 'pk', '28', 'môn_phái', 'đặc_trưng', 'kiếm_hiệp', 'môn_phái', 'game', 'khác', 'tượng_đài', 'võ', 'học', 'kim', 'dung', '26', 'gb', 'tải', 'game', 'cảm_nhận']"
Nguyễn Hữu Trí ,1,"['người', 'ham_thích', 'rong', 'chơi', 'đến', 'phước', 'cạn', 'bệnh', 'ngồi', '1', 'adv', 'adtai', 'lead', 'caithiensuckhoe']"
Techtown Saigon,1,"['giờ', 'thành_đạt', 'cờrút', 'chẳng', 'thấy', 'đâu', 'techtownsaigon', 'j4f']"
Dalattourist ,1,"['đà', 'lạt', 'bình_yên', 'bạn', 'mang', 'về', 'like', 'page', 'dalattourist', 'ngắm', 'thêm', 'ảnh', 'đẹp', 'đà', 'lạt', 'nhé']"
Lenovo Vietnam ,1,"['thiết_kế', 'làm', 'mọi', 'nền_tảng', 'intel', 'evo', 'yoga', 'pro', '9i', 'tất_cả', 'bạn', 'định_hình_thế_giới', 'chính', 'mình', 'hiệu_năng', 'hoàn_mỹ', 'cải_tiến_công_nghệ', 'vượt', 'bật', 'đồ_họa', 'sống_động', 'chuyên_nghiệp', 'tích_hợp', 'trong', 'một', 'nguồn_lực', 'linh_hoạt', 'tân_tiến', 'đầy', 'mê_hoặc', 'smartertechnology', 'lenovoyoga', 'intel', 'evo']"
PREP - Nền tảng học & luyện thi thông minh,1,"['rượu', 'nâng', 'một', 'chén', 'nỗ_lực', 'ghê']"
University of Auckland - Waipapa Taumata Rau ,1,"['join', 'international', 'open', 'week', '2023', 'biggest', 'online', 'event', 'international', 'students', '1618', 'oct', '2023', 'learn', 'everything', 'university', 'auckland', 'open', 'week', 'register', 'interest']"
Monash College Australia ,1,"['monash', 'english', 'pathway', 'top', '50', 'global', 'university', 'elevate', 'skills', 'success', 'monash']"
Pasal IELTS - Học từ chuyên gia,1,"['follows', 'pasal', 'định_nghĩa', 'thế_giới', 'band', 'điểm', 'ielts']"
Global Times ,1,"['follow', 'global', 'times', 'get', 'latest', 'global', 'perspective']"
Google ,1,"['xin', 'giới_thiệu', 'bard', 'phiên_bản', 'tối_ưu', 'nhất', 'hãy', 'tìm_hiểu', 'thêm', 'về', 'cách', 'tính_năng', 'mới', 'bard', 'giúp', 'bạn', 'sáng_tạo', 'khám_phá', 'hoàn_thành_công_việc']"
